age,MonthlyIncome,NumberOfDependents,DebtRatio,RevolvingUtilizationOfUnsecuredLines,NumberOfOpenCreditLinesAndLoans,NumberOfTime30-59DaysPastDueNotWorse,NumberOfTime60-89DaysPastDueNotWorse,NumberOfTimes90DaysLate,TotalPastDueCount,IncomePerDependent,SeriousDlqin2yrs
47,5010000.0,0.0,0.1251,0.7334,10,1,1,0,2,5010000.0,0
26,1130000.0,2.0,0.4106,0.3402,3,0,0,0,0,376666.6666666667,0
39,6320000.0,1.0,0.3299,0.0756,7,1,0,0,1,3160000.0,0
62,11080000.0,0.0,1.0373,0.4472,12,0,0,0,0,11080000.0,0
52,8020000.0,0.0,0.7809,0.0816,11,1,0,0,1,8020000.0,0
43,1400000.0,2.0,1.7039080000000002,0.2221,12,0,0,0,0,466666.6666666667,1
46,17920000.0,0.0,1.7039080000000002,0.3206,5,1,0,1,2,17920000.0,0
53,2260000.0,0.0,0.5411,0.267,8,0,0,0,0,2260000.0,0
55,2620000.0,3.0,0.1197,0.3618,13,1,0,0,1,655000.0,1
38,7990000.0,0.0,0.4967,0.6045,9,0,0,0,0,7990000.0,0
65,6560000.0,3.0,0.362,0.7578,7,1,0,0,1,1640000.0,0
62,5250000.0,1.0,1.1561,0.4887,3,0,1,1,2,2625000.0,1
54,3550000.0,0.0,0.3455,0.3164,10,0,0,0,0,3550000.0,0
34,11110000.0,0.0,0.5614,0.5774,10,0,0,0,0,11110000.0,0
32,4880000.0,0.0,0.3884,0.4996,7,0,0,0,0,4880000.0,0
41,1950000.0,1.0,0.134,0.3538,12,0,0,0,0,975000.0,0
46,10470000.0,0.0,0.2573,0.4752,7,1,1,0,2,10470000.0,0
22,5700000.0,1.0,0.4348,0.5083,9,0,0,0,0,2850000.0,0
51,9760000.0,1.0,0.3083,0.4046,12,0,0,1,1,4880000.0,0
62,7050000.0,0.0,0.1384,0.0543,8,0,0,0,0,7050000.0,0
52,21000000.0,1.0,0.7227,0.2156,5,1,0,1,2,10500000.0,0
36,4150000.0,1.0,0.2938,0.2259,6,0,0,0,0,2075000.0,0
35,5050000.0,0.0,1.1098,0.7448,5,1,0,0,1,5050000.0,0
49,7700000.0,2.0,0.5015,0.438,5,0,0,0,0,2566666.6666666665,0
43,4170000.0,0.0,0.2742,0.0685,2,1,1,0,2,4170000.0,0
51,8090000.0,2.0,0.2679,0.545,11,0,1,0,1,2696666.6666666665,0
53,850000.0,2.0,0.2378,0.567,11,0,1,1,2,283333.3333333333,0
59,4790000.0,2.0,1.3849,0.2008,5,0,0,0,0,1596666.6666666667,0
30,4700000.0,3.0,0.163,0.1855,11,0,0,0,0,1175000.0,0
48,4600000.0,1.0,0.0268,0.6799,8,1,0,0,1,2300000.0,0
40,2950000.0,0.0,0.1289,0.3286,9,0,0,0,0,2950000.0,0
44,8610000.0,0.0,0.3465,0.1416,7,0,0,0,0,8610000.0,0
56,3690000.0,0.0,0.7372,0.3882,11,0,0,1,1,3690000.0,0
58,5640000.0,0.0,0.7162,0.4695,14,0,0,0,0,5640000.0,0
63,4890000.0,2.0,0.7919,0.2484,7,1,0,0,1,1630000.0,0
51,6750000.0,1.0,0.2214,0.8887,9,0,1,0,1,3375000.0,0
44,11800000.0,1.0,0.142,0.5064,10,0,0,0,0,5900000.0,0
42,5620000.0,0.0,0.3208,0.7148,11,0,1,0,1,5620000.0,0
22,8280000.0,0.0,0.4534,0.2327,4,0,0,0,0,8280000.0,0
62,5450000.0,0.0,0.1515,0.0499,7,0,0,0,0,5450000.0,0
41,3690000.0,3.0,0.5158,0.6456,5,0,0,1,1,922500.0,0
52,4590000.0,1.0,0.7183,0.2516,9,0,0,0,0,2295000.0,1
54,4220000.0,0.0,0.5155,0.2787,13,0,0,0,0,4220000.0,0
29,5050000.0,0.0,0.4549,0.2007,5,0,0,0,0,5050000.0,0
33,5330000.0,0.0,0.4604,0.8235,8,0,0,0,0,5330000.0,0
65,3100000.0,4.0,0.2106,0.6573,6,0,0,0,0,620000.0,0
49,4380000.0,0.0,0.1441,0.6734,5,0,0,0,0,4380000.0,0
37,5050000.0,0.0,0.9412,0.2119,9,1,0,0,1,5050000.0,0
43,4480000.0,1.0,1.1802,0.4012,5,0,0,0,0,2240000.0,0
59,5000000.0,3.0,0.7437,0.1963,7,0,0,0,0,1250000.0,1
57,14800000.0,0.0,0.1136,0.1463,6,0,0,0,0,14800000.0,0
26,11230000.0,2.0,0.6808,0.2176,10,0,0,0,0,3743333.3333333335,0
66,2690000.0,2.0,1.1963,0.1645,9,0,1,0,1,896666.6666666666,0
58,5640000.0,0.0,0.8772,0.1812,8,0,0,0,0,5640000.0,0
43,5700000.0,4.0,0.2465,0.4596,6,1,0,0,1,1140000.0,0
30,4350000.0,0.0,0.8864,0.6998,16,0,0,0,0,4350000.0,0
59,4520000.0,2.0,0.2836,0.5861,14,0,0,0,0,1506666.6666666667,0
51,4040000.0,0.0,0.533,0.481,9,0,0,0,0,4040000.0,0
26,15380000.0,2.0,1.0919,0.3804,3,0,1,0,1,5126666.666666667,0
42,3900000.0,0.0,1.0634,0.2638,8,0,0,0,0,3900000.0,0
86,6130000.0,1.0,0.1218,0.7495,8,0,0,0,0,3065000.0,0
45,1100000.0,0.0,0.6528,0.7228,7,0,0,0,0,1100000.0,0
35,5050000.0,2.0,0.495,0.3916,7,0,1,0,1,1683333.3333333333,1
32,10180000.0,1.0,0.3997,0.1922,7,0,0,0,0,5090000.0,0
68,2660000.0,0.0,0.1578,0.386,10,0,0,0,0,2660000.0,0
56,3680000.0,2.0,0.6054,0.1487,8,0,0,0,0,1226666.6666666667,0
63,5050000.0,1.0,0.2366,0.4628,5,0,0,0,0,2525000.0,0
48,5060000.0,0.0,1.361,0.3675,8,0,0,0,0,5060000.0,0
61,6610000.0,1.0,0.0958,0.4612,4,1,0,0,1,3305000.0,0
34,5050000.0,2.0,0.2582,0.6317,9,0,0,0,0,1683333.3333333333,0
47,15290000.0,1.0,0.4516,0.3973,11,0,1,0,1,7645000.0,0
49,3350000.0,3.0,0.5332,0.1418,8,0,0,1,1,837500.0,1
63,22510249.99999996,1.0,0.0499,0.1294,6,0,0,0,0,11255124.99999998,0
49,5050000.0,0.0,1.5868,0.3217,8,0,0,0,0,5050000.0,0
37,8240000.0,0.0,0.4076,0.5759,4,0,0,0,0,8240000.0,0
46,2680000.0,0.0,0.2585,0.3694,11,0,0,0,0,2680000.0,0
23,8630000.0,1.0,0.2578,0.095,9,0,0,0,0,4315000.0,0
18,7180000.0,1.0,0.397,0.3522,9,0,0,1,1,3590000.0,0
56,1400000.0,1.0,1.0034,0.0938,8,0,0,0,0,700000.0,0
40,2150000.0,0.0,0.1244,0.3008,6,1,0,0,1,2150000.0,0
42,6200000.0,1.0,0.5602,0.3015,6,0,0,0,0,3100000.0,0
56,4620000.0,0.0,0.2536,0.2694,6,0,0,0,0,4620000.0,0
63,3670000.0,1.0,0.2002,0.1443,5,0,0,0,0,1835000.0,0
52,9550000.0,1.0,0.3251,0.5841,3,2,1,0,3,4775000.0,0
70,2940000.0,1.0,0.233,0.4918,11,0,0,0,0,1470000.0,0
52,3800000.0,1.0,1.7039080000000002,0.4165,9,1,0,0,1,1900000.0,0
49,3390000.0,1.0,0.8098,0.6313,8,0,0,0,0,1695000.0,0
48,6790000.0,1.0,0.3401,0.7082,10,0,0,0,0,3395000.0,0
28,1780000.0,0.0,0.8613,0.2595,10,1,0,0,1,1780000.0,0
57,3710000.0,0.0,0.5141,0.2312,7,0,0,1,1,3710000.0,0
18,5050000.0,0.0,0.5619,0.3061,10,1,0,0,1,5050000.0,0
37,4140000.0,1.0,0.8187,0.2414,6,0,0,1,1,2070000.0,0
45,7720000.0,1.0,0.1854,0.3534,6,1,0,0,1,3860000.0,1
35,7800000.0,0.0,0.839,0.6654,5,0,0,0,0,7800000.0,0
39,3230000.0,2.0,0.7723,0.5102,7,1,0,0,1,1076666.6666666667,0
69,6890000.0,1.0,1.1934,0.5789,13,0,2,0,2,3445000.0,1
59,4470000.0,1.0,1.7039080000000002,0.5091,10,1,0,0,1,2235000.0,1
36,11310000.0,1.0,0.5562,0.2556,7,0,0,0,0,5655000.0,0
39,4620000.0,0.0,0.1945,0.0718,10,0,0,0,0,4620000.0,0
28,840000.0,1.0,0.468,0.2519,5,1,0,0,1,420000.0,0
54,8550000.0,2.0,0.1943,0.8017,12,2,0,0,2,2850000.0,0
42,3800000.0,1.0,0.1011,0.4622,10,1,2,0,3,1900000.0,1
19,4240000.0,1.0,0.7489,0.3868,9,0,0,1,1,2120000.0,0
46,6120000.0,2.0,0.6149,0.6895,9,1,1,0,2,2040000.0,1
51,2130000.0,0.0,0.7032,0.6217,10,0,0,0,0,2130000.0,0
58,5230000.0,2.0,0.6337,0.5543,8,2,0,0,2,1743333.3333333333,0
44,6890000.0,0.0,0.8511,0.2678,8,0,0,0,0,6890000.0,0
40,6220000.0,0.0,0.2832,0.7616,6,0,0,0,0,6220000.0,1
71,5050000.0,0.0,1.0645,0.1064,6,0,0,0,0,5050000.0,0
45,9070000.0,1.0,0.1674,0.1038,9,0,0,0,0,4535000.0,0
54,2750000.0,1.0,0.4759,0.7321,7,0,2,0,2,1375000.0,0
38,3440000.0,2.0,0.4856,0.4666,9,0,0,0,0,1146666.6666666667,0
54,4610000.0,3.0,1.277,0.3754,6,0,0,0,0,1152500.0,0
26,5970000.0,2.0,0.1369,0.1938,8,0,0,0,0,1990000.0,0
39,4120000.0,2.0,0.3635,0.2441,13,0,0,0,0,1373333.3333333333,0
29,10450000.0,2.0,0.4434,0.6578,11,1,0,0,1,3483333.3333333335,0
37,5970000.0,1.0,0.4963,0.709,3,0,0,0,0,2985000.0,0
61,5230000.0,1.0,0.3208,0.35,5,0,0,0,0,2615000.0,0
37,5840000.0,1.0,0.3019,0.3074,10,1,0,0,1,2920000.0,0
54,7760000.0,1.0,0.6363,0.6584,7,0,0,0,0,3880000.0,0
65,5780000.0,1.0,0.3157,0.3964,9,0,1,0,1,2890000.0,1
45,1690000.0,3.0,0.7523,0.5769,9,0,0,0,0,422500.0,0
58,9610000.0,1.0,0.1942,0.303,6,1,0,0,1,4805000.0,0
52,5370000.0,0.0,0.0279,0.0358,7,1,0,0,1,5370000.0,0
47,7540000.0,1.0,0.5583,0.4834,8,0,1,0,1,3770000.0,0
55,3920000.0,2.0,0.2551,0.3558,5,0,0,0,0,1306666.6666666667,0
69,1670000.0,2.0,0.5924,0.3533,9,0,1,0,1,556666.6666666666,0
37,1270000.0,1.0,0.3427,0.0781,8,1,0,0,1,635000.0,0
33,2840000.0,2.0,0.1706,0.3222,10,0,0,0,0,946666.6666666666,1
32,6820000.0,1.0,0.5057,0.5737,6,0,0,1,1,3410000.0,1
58,10890000.0,1.0,0.3816,0.3701,12,0,0,1,1,5445000.0,0
60,5990000.0,0.0,0.1471,0.5325,14,1,0,0,1,5990000.0,0
38,2660000.0,0.0,0.6978,0.313,9,1,0,0,1,2660000.0,0
18,3120000.0,1.0,0.5136,0.3575,9,0,0,0,0,1560000.0,0
36,11310000.0,2.0,0.7616,0.1363,2,0,0,0,0,3770000.0,0
52,2280000.0,1.0,0.13,0.3597,12,0,0,0,0,1140000.0,0
44,17650000.0,1.0,0.0672,0.4604,6,0,0,1,1,8825000.0,0
47,15410000.0,1.0,0.3842,0.436,11,0,0,0,0,7705000.0,0
38,18000000.0,1.0,1.7039080000000002,0.4239,6,0,0,0,0,9000000.0,0
58,6280000.0,1.0,0.5351,0.3596,4,0,0,0,0,3140000.0,0
49,4070000.0,0.0,0.2582,0.4344,5,0,1,0,1,4070000.0,0
53,6190000.0,1.0,0.2225,0.2903,11,1,0,0,1,3095000.0,0
47,8620000.0,2.0,1.1397,0.6303,4,0,0,0,0,2873333.3333333335,0
52,3380000.0,0.0,0.6537,0.4081,3,1,0,0,1,3380000.0,0
51,2580000.0,4.0,0.5813,0.2347,8,0,1,0,1,516000.0,0
33,4220000.0,1.0,0.5628,0.1134,10,0,0,0,0,2110000.0,0
50,3150000.0,4.0,0.0784,0.4041,9,0,0,0,0,630000.0,0
55,10530000.0,0.0,0.3858,0.5476,9,2,0,1,3,10530000.0,0
60,3450000.0,0.0,0.4819,0.7088,6,0,0,0,0,3450000.0,0
50,5300000.0,1.0,1.1395,0.4484,9,0,0,0,0,2650000.0,0
32,9020000.0,0.0,0.0781,0.2411,6,1,0,0,1,9020000.0,0
34,10780000.0,1.0,1.7039080000000002,0.9634,10,0,0,0,0,5390000.0,1
39,5670000.0,1.0,0.5759,0.2572,7,0,0,0,0,2835000.0,0
47,6300000.0,0.0,0.0741,0.1063,7,0,0,0,0,6300000.0,0
43,5050000.0,1.0,0.8585,0.1425,7,0,0,0,0,2525000.0,0
30,9240000.0,0.0,1.0055,0.2181,12,0,0,0,0,9240000.0,0
30,10670000.0,0.0,0.1568,0.7607,13,0,0,0,0,10670000.0,0
18,1630000.0,1.0,0.2396,0.4485,6,0,0,0,0,815000.0,0
18,14400000.0,0.0,1.0424,0.4587,5,0,0,0,0,14400000.0,0
43,3280000.0,1.0,1.4094,0.4271,17,0,1,0,1,1640000.0,1
75,7140000.0,1.0,0.4569,0.5497,7,0,0,0,0,3570000.0,0
68,5240000.0,0.0,0.8212,0.3334,4,1,0,1,2,5240000.0,0
32,4820000.0,2.0,0.3423,0.1715,8,0,0,0,0,1606666.6666666667,0
47,4420000.0,2.0,0.3431,0.3648,7,0,0,1,1,1473333.3333333333,1
26,2760000.0,0.0,0.2292,0.0116,5,0,0,0,0,2760000.0,0
28,6850000.0,2.0,0.2316,0.2643,10,0,0,1,1,2283333.3333333335,1
29,4210000.0,1.0,0.8454,0.6719,5,2,0,0,2,2105000.0,0
42,5050000.0,0.0,0.6616,0.3376,10,0,0,0,0,5050000.0,0
43,2690000.0,1.0,0.2417,0.4252,9,2,0,0,2,1345000.0,0
48,2300000.0,1.0,0.6968,0.3021,9,0,0,0,0,1150000.0,0
54,3650000.0,1.0,0.4257,0.3247,7,0,0,0,0,1825000.0,0
41,6690000.0,1.0,0.3861,0.247,9,0,0,0,0,3345000.0,0
45,3260000.0,1.0,0.6266,0.5207,6,1,0,0,1,1630000.0,0
31,8980000.0,1.0,0.2079,0.6932,8,0,0,0,0,4490000.0,0
28,4650000.0,1.0,1.028,0.1116,8,1,0,0,1,2325000.0,0
26,4200000.0,2.0,0.2338,0.217,9,1,0,0,1,1400000.0,0
53,5050000.0,0.0,0.5728,0.5486,9,0,0,0,0,5050000.0,0
41,11550000.0,1.0,0.1308,0.2724,4,0,0,0,0,5775000.0,0
21,2200000.0,0.0,0.54,0.8243,8,0,0,0,0,2200000.0,0
44,13510000.0,2.0,0.8526,0.2522,9,0,0,0,0,4503333.333333333,0
29,8900000.0,0.0,0.6705,0.3656,5,0,0,0,0,8900000.0,0
67,4940000.0,1.0,0.4448,0.4449,10,0,0,0,0,2470000.0,0
37,10170000.0,0.0,0.2859,0.392,9,1,0,0,1,10170000.0,0
54,4120000.0,1.0,0.0998,0.2652,5,0,0,0,0,2060000.0,0
59,5930000.0,1.0,0.1306,0.7859,6,0,0,0,0,2965000.0,0
33,3610000.0,0.0,0.3187,0.4677,10,0,0,0,0,3610000.0,0
46,8930000.0,1.0,0.2882,0.4224,8,0,0,0,0,4465000.0,0
52,3270000.0,0.0,0.8109,0.5528,11,0,0,0,0,3270000.0,0
47,4850000.0,0.0,1.544,0.0187,15,0,0,0,0,4850000.0,0
50,7520000.0,1.0,0.0751,0.7886,14,0,0,0,0,3760000.0,0
28,9380000.0,1.0,0.8105,0.2678,9,0,0,0,0,4690000.0,0
52,3050000.0,0.0,0.4696,0.5753,11,0,0,0,0,3050000.0,0
39,7860000.0,0.0,0.2299,0.8534,8,0,0,0,0,7860000.0,0
50,2770000.0,2.0,0.6142,0.6698,6,0,0,0,0,923333.3333333334,0
57,1380000.0,0.0,1.2145,0.5658,9,0,0,0,0,1380000.0,0
54,3190000.0,1.0,0.2832,0.2565,6,1,0,0,1,1595000.0,0
50,8250000.0,1.0,0.9524,0.5691,14,0,0,0,0,4125000.0,0
53,4960000.0,0.0,0.9974,0.4211,9,1,0,1,2,4960000.0,1
54,3630000.0,1.0,0.9232,0.5109,6,1,0,1,2,1815000.0,0
64,5170000.0,2.0,0.8739,0.1309,13,0,0,0,0,1723333.3333333333,0
45,5070000.0,0.0,0.7452,0.5937,8,0,1,0,1,5070000.0,1
47,7260000.0,1.0,0.1601,0.3076,7,0,0,0,0,3630000.0,0
57,1900000.0,0.0,0.6445,0.1862,4,1,0,0,1,1900000.0,0
39,4700000.0,0.0,0.0658,0.8705,12,1,0,0,1,4700000.0,0
28,5390000.0,0.0,0.1263,0.4,4,0,0,0,0,5390000.0,0
51,2200000.0,1.0,0.5501,0.3259,13,1,0,0,1,1100000.0,1
42,2190000.0,2.0,0.3621,0.3682,7,0,0,0,0,730000.0,0
29,4020000.0,1.0,0.0712,0.1303,8,0,0,0,0,2010000.0,0
52,5030000.0,1.0,0.4291,0.5478,7,0,0,0,0,2515000.0,0
64,5040000.0,2.0,0.552,0.45,9,1,1,0,2,1680000.0,1
24,3580000.0,0.0,0.464,0.299,8,0,0,0,0,3580000.0,0
58,3490000.0,0.0,0.7637,0.3827,9,0,0,0,0,3490000.0,0
18,3940000.0,3.0,0.7275,0.1198,4,0,0,0,0,985000.0,0
40,5980000.0,0.0,0.1371,0.3163,7,0,0,0,0,5980000.0,0
69,10550000.0,1.0,0.0984,0.4549,9,1,0,1,2,5275000.0,0
41,1320000.0,1.0,0.4226,0.615,11,1,0,0,1,660000.0,0
46,7270000.0,1.0,0.6335,0.6032,9,0,0,1,1,3635000.0,0
55,4680000.0,0.0,0.4859,0.0107,7,1,0,0,1,4680000.0,0
23,6850000.0,0.0,0.3793,0.5399,8,0,1,0,1,6850000.0,0
46,10180000.0,2.0,1.1076,0.6592,8,0,0,0,0,3393333.3333333335,0
46,3180000.0,1.0,0.0764,0.2464,13,2,0,0,2,1590000.0,0
69,8810000.0,1.0,0.095,0.1369,5,0,0,0,0,4405000.0,0
29,2360000.0,0.0,0.4179,0.1276,9,1,1,0,2,2360000.0,0
40,5400000.0,2.0,0.0917,0.4398,12,0,0,2,2,1800000.0,0
33,4320000.0,0.0,0.2353,0.4152,6,1,0,0,1,4320000.0,0
32,5140000.0,3.0,0.7403,0.2923,8,0,1,0,1,1285000.0,1
60,2760000.0,0.0,1.0271,0.0844,9,0,0,0,0,2760000.0,1
45,6500000.0,0.0,0.4704,0.674,8,2,0,0,2,6500000.0,1
38,12950000.0,1.0,0.3627,0.0927,4,0,0,0,0,6475000.0,0
38,2790000.0,1.0,1.1699,0.6756,6,0,0,0,0,1395000.0,0
38,5600000.0,2.0,0.431,0.0403,10,0,0,0,0,1866666.6666666667,0
39,8360000.0,1.0,0.1329,0.8229,14,0,0,1,1,4180000.0,1
29,4180000.0,0.0,0.3372,0.1826,8,1,0,0,1,4180000.0,0
42,11310000.0,0.0,0.1211,0.414,8,1,0,0,1,11310000.0,0
40,3860000.0,0.0,0.2768,0.1169,5,0,0,0,0,3860000.0,0
35,4660000.0,1.0,0.5303,0.128,8,0,0,0,0,2330000.0,0
47,2760000.0,1.0,0.0824,0.5283,5,0,0,0,0,1380000.0,0
48,5050000.0,0.0,1.1195,0.3116,11,0,0,0,0,5050000.0,0
38,5010000.0,1.0,0.7241,0.1549,7,0,0,0,0,2505000.0,0
43,5050000.0,2.0,0.3166,0.2958,5,1,1,0,2,1683333.3333333333,0
73,3410000.0,0.0,0.6141,0.4418,9,0,0,0,0,3410000.0,0
73,3320000.0,0.0,0.4085,0.5204,9,0,0,0,0,3320000.0,0
31,6600000.0,3.0,0.7778,0.5447,10,0,0,0,0,1650000.0,0
33,11560000.0,1.0,0.4505,0.4788,10,0,0,0,0,5780000.0,0
31,7290000.0,0.0,0.0702,0.2382,5,0,0,0,0,7290000.0,0
59,15150000.0,2.0,0.3421,0.2487,13,0,0,0,0,5050000.0,0
40,6980000.0,0.0,1.1083,0.1246,8,0,0,0,0,6980000.0,0
48,6830000.0,0.0,0.6746,0.495,5,1,0,0,1,6830000.0,0
71,7520000.0,1.0,0.2772,0.2882,3,0,0,0,0,3760000.0,0
45,12210000.0,1.0,0.5386,0.1072,5,0,0,1,1,6105000.0,0
54,10510000.0,0.0,0.1818,0.4632,12,0,0,0,0,10510000.0,0
52,2610000.0,0.0,0.295,0.4161,7,0,0,0,0,2610000.0,0
37,8080000.0,1.0,0.6043,0.1034,15,0,0,0,0,4040000.0,0
59,5860000.0,1.0,0.9602,0.3675,9,0,0,0,0,2930000.0,0
34,4450000.0,1.0,0.1461,0.994,9,0,1,0,1,2225000.0,0
62,1730000.0,1.0,0.4072,0.1145,9,0,0,0,0,865000.0,0
37,1980000.0,0.0,1.0243,0.1405,14,1,1,0,2,1980000.0,1
39,4020000.0,1.0,0.391,0.34,6,0,1,1,2,2010000.0,1
31,2080000.0,0.0,0.0847,0.1229,11,0,0,0,0,2080000.0,0
33,4070000.0,0.0,1.0769,0.4111,10,0,0,0,0,4070000.0,0
39,7680000.0,1.0,0.6755,0.1941,8,0,0,0,0,3840000.0,0
18,3530000.0,0.0,0.0542,0.1311,9,0,0,1,1,3530000.0,0
42,5260000.0,0.0,0.7091,0.2537,3,0,0,0,0,5260000.0,0
38,2630000.0,1.0,0.2695,0.4882,14,0,0,0,0,1315000.0,0
55,5980000.0,0.0,0.6649,0.3358,10,0,0,1,1,5980000.0,0
50,6780000.0,0.0,0.7213,0.6878,8,0,0,0,0,6780000.0,0
36,2130000.0,3.0,0.1995,0.2096,13,0,1,0,1,532500.0,0
39,5050000.0,1.0,0.5951,0.5186,6,0,0,0,0,2525000.0,0
42,2340000.0,1.0,0.3165,0.6269,5,1,0,0,1,1170000.0,0
64,6790000.0,1.0,0.0799,0.4362,9,0,0,1,1,3395000.0,0
34,5520000.0,4.0,0.3445,0.4144,8,1,0,0,1,1104000.0,1
36,4850000.0,1.0,0.6855,0.3528,7,1,0,0,1,2425000.0,1
30,5050000.0,1.0,0.7937,0.19,11,1,0,0,1,2525000.0,0
26,6070000.0,1.0,0.3911,0.1331,9,1,0,0,1,3035000.0,0
49,6140000.0,2.0,0.1599,0.5035,4,0,0,0,0,2046666.6666666667,0
48,3710000.0,3.0,0.1778,0.4989,7,1,0,0,1,927500.0,0
62,3410000.0,1.0,0.4358,0.3696,6,1,0,0,1,1705000.0,0
59,4830000.0,2.0,0.3704,0.5018,6,0,1,0,1,1610000.0,0
76,4460000.0,0.0,0.1094,0.1361,7,0,0,0,0,4460000.0,0
44,17220000.0,0.0,0.6566,0.4238,10,0,0,0,0,17220000.0,0
42,3970000.0,0.0,0.3318,0.2774,6,0,0,0,0,3970000.0,0
28,5950000.0,0.0,0.4145,0.3703,5,0,0,0,0,5950000.0,0
54,6610000.0,1.0,0.103,0.2635,10,1,1,0,2,3305000.0,0
47,11590000.0,1.0,0.728,0.1424,9,1,0,0,1,5795000.0,0
53,3070000.0,1.0,0.9933,0.2704,9,0,0,0,0,1535000.0,0
30,11170000.0,2.0,0.6738,0.3057,6,0,0,0,0,3723333.3333333335,0
50,4580000.0,0.0,0.1513,0.2353,4,0,0,0,0,4580000.0,0
48,22430000.0,1.0,0.4791,0.2425,4,0,0,0,0,11215000.0,0
47,6220000.0,0.0,0.1059,0.8894,8,1,1,0,2,6220000.0,1
36,2390000.0,1.0,0.3394,0.2892,11,0,1,0,1,1195000.0,0
60,4440000.0,2.0,0.4038,0.5894,2,0,0,0,0,1480000.0,0
72,11150000.0,1.0,0.0295,0.2534,8,0,0,0,0,5575000.0,0
31,5250000.0,2.0,0.7634,0.0221,9,0,0,0,0,1750000.0,0
54,4820000.0,2.0,0.408,0.1407,7,1,0,0,1,1606666.6666666667,0
18,7700000.0,0.0,0.1396,0.521,9,0,3,0,3,7700000.0,1
54,4070000.0,1.0,0.4163,0.1691,8,0,0,0,0,2035000.0,0
21,4410000.0,0.0,0.5196,0.7351,7,1,0,1,2,4410000.0,0
38,2840000.0,0.0,1.2149,0.511,6,1,0,0,1,2840000.0,0
28,14110000.0,1.0,0.6596,0.1633,7,1,0,0,1,7055000.0,0
42,2400000.0,0.0,0.6525,0.2985,4,1,0,0,1,2400000.0,0
56,5540000.0,1.0,0.2822,0.2221,10,0,0,0,0,2770000.0,0
21,6670000.0,1.0,0.8395,0.5806,5,0,0,0,0,3335000.0,1
40,4960000.0,3.0,0.6195,0.2653,10,0,0,0,0,1240000.0,0
38,2360000.0,0.0,0.6469,0.0474,12,0,0,0,0,2360000.0,0
66,2750000.0,0.0,0.6713,0.1612,6,0,0,1,1,2750000.0,0
51,6840000.0,0.0,0.4162,0.2252,6,1,0,0,1,6840000.0,0
30,3130000.0,2.0,0.0755,0.5549,2,0,0,0,0,1043333.3333333334,0
39,1440000.0,1.0,0.1107,0.2683,18,0,0,0,0,720000.0,0
65,6310000.0,1.0,0.2765,0.5939,7,1,0,0,1,3155000.0,0
54,2960000.0,1.0,0.8893,0.1636,9,1,0,0,1,1480000.0,0
33,7300000.0,0.0,0.132,0.2773,7,0,1,0,1,7300000.0,0
42,4430000.0,1.0,0.5693,0.4574,7,0,0,0,0,2215000.0,0
42,4300000.0,0.0,0.0573,0.4917,5,0,1,0,1,4300000.0,0
38,5160000.0,1.0,0.3729,0.3663,8,0,1,0,1,2580000.0,0
23,5050000.0,1.0,0.4174,0.434,8,1,0,0,1,2525000.0,0
36,3050000.0,0.0,0.4015,0.5119,6,0,0,0,0,3050000.0,0
63,4280000.0,1.0,0.5346,0.6408,7,1,0,0,1,2140000.0,0
40,2520000.0,1.0,0.2972,0.2583,12,0,0,0,0,1260000.0,0
44,7670000.0,1.0,0.8575,0.6458,4,0,1,0,1,3835000.0,0
47,4160000.0,1.0,0.1043,0.4929,10,0,0,1,1,2080000.0,0
74,2100000.0,1.0,0.2273,0.693,4,0,0,0,0,1050000.0,0
45,3580000.0,3.0,0.091,0.6561,6,0,0,0,0,895000.0,1
59,5310000.0,0.0,0.5062,0.4396,7,1,1,0,2,5310000.0,0
37,3830000.0,0.0,0.56,0.221,12,0,0,0,0,3830000.0,0
42,6360000.0,2.0,0.3503,0.2277,6,1,2,0,3,2120000.0,1
45,7060000.0,1.0,0.3153,0.2571,9,0,0,0,0,3530000.0,0
35,21130000.0,0.0,0.7434,0.2146,11,0,0,0,0,21130000.0,0
42,9970000.0,1.0,0.2633,0.5455,8,0,0,0,0,4985000.0,0
57,1870000.0,0.0,1.1485,0.2126,6,0,0,0,0,1870000.0,0
35,5050000.0,0.0,0.1489,0.3081,5,0,0,0,0,5050000.0,0
45,4260000.0,1.0,0.3437,0.5218,9,0,0,0,0,2130000.0,0
54,7060000.0,3.0,1.1499,0.2781,7,2,0,0,2,1765000.0,0
34,2860000.0,0.0,0.513,0.3353,8,0,0,0,0,2860000.0,0
59,5050000.0,1.0,0.1281,0.0547,6,0,0,0,0,2525000.0,0
46,2370000.0,1.0,0.9545,0.5347,6,0,0,0,0,1185000.0,0
43,3480000.0,1.0,0.0598,0.6488,10,0,0,0,0,1740000.0,0
19,3560000.0,1.0,0.2811,0.2947,3,0,0,0,0,1780000.0,0
40,4140000.0,0.0,0.5208,0.5168,12,0,1,1,2,4140000.0,0
50,2450000.0,0.0,0.0793,0.1816,6,0,0,0,0,2450000.0,0
68,9010000.0,1.0,1.0719,0.2625,8,0,0,0,0,4505000.0,0
52,6640000.0,0.0,0.3635,0.2112,10,0,0,0,0,6640000.0,0
60,2100000.0,1.0,1.1878,0.3058,13,0,0,0,0,1050000.0,1
29,5080000.0,0.0,0.2513,0.3213,9,0,0,0,0,5080000.0,0
43,1950000.0,1.0,0.1596,0.3462,11,1,0,0,1,975000.0,0
